"","name","start","end","strand","length","pid","gene","synonym","product","proteinid","feature","gene_type","MbovID","Gene","id","len","extra_id","Mtb_ID","col","fill","lty","lwd","pch","cex"
"3829","BQ2027_MB3786",4146244,4146546,1,100,"A0A1R3Y6N8","-","BQ2027_MB3786","POSSIBLE CONSERVED MEMBRANE PROTEIN","SIU02415.1","CDS","bars","Mb3786"," -",NA," len 100 aa. ",NA,"Rv3760","blue","blue",1,1,8,1
"3830","fadE36",4146568,4147623,-1,351,"A0A1R3Y5G9","fadE36","BQ2027_MB3787C","POSSIBLE ACYL-COA DEHYDROGENASE FADE36","SIU02416.1","CDS","bars","Mb3787c"," fadE36",NA," len 351 aa. ",NA,"Rv3761c","blue","blue",1,1,8,1
"3831","BQ2027_MB3788C",4147702,4149582,-1,626,"A0A1R3Y554","-","BQ2027_MB3788C","possible hydrolase","SIU02417.1","CDS","bars","Mb3788c"," -",NA," len 626 aa. ",NA,"Rv3762c","blue","blue",1,1,8,1
"3832","lpqH",4149753,4150232,1,159,"P0A5J1","lpqH","BQ2027_MB3789","19 KDA LIPOPROTEIN ANTIGEN PRECURSOR LPQH","SIU02418.1","CDS","bars","Mb3789"," lpqH",NA," len 159 aa. ",NA,"Rv3763","blue","blue",1,1,8,1
"3833","tcry",4150288,4151715,-1,475,"A0A1R3Y574","tcry","BQ2027_MB3790C","possible two component sensor kinase tcry","SIU02419.1","CDS","bars","Mb3790c"," -",NA," len 475 aa. ",NA,"Rv3764c","blue","blue",1,1,8,1
"3834","tcrx",4151786,4152490,-1,234,"A0A1R3Y557","tcrx","BQ2027_MB3791C","probable two component transcriptional regulatory protein tcrx","SIU02420.1","CDS","bars","Mb3791c"," -",NA," len 234 aa. ",NA,"Rv3765c","blue","blue",1,1,8,1
"3835","BQ2027_MB3792",4152999,4153688,1,229,"A0A1R3Y559","-","BQ2027_MB3792","HYPOTHETICAL PROTEIN","SIU02421.1","CDS","bars","Mb3792"," -",NA," len 229 aa. ",NA,"Rv3766","blue","blue",1,1,8,1
"3836","BQ2027_MB3793C",4153702,4154646,-1,314,"Q7TVQ7","-","BQ2027_MB3793C","possible s-adenosylmethionine-dependent methyltransferase","SIU02422.1","CDS","bars","Mb3793c"," -",NA," len 314 aa. ",NA,"Rv3767c","blue","blue",1,1,8,1
"3837","BQ2027_MB3794",4154776,4155135,1,119,"A0A1R3Y555","-","BQ2027_MB3794","unknown protein","SIU02423.1","CDS","bars","Mb3794"," -",NA," len 119 aa. ",NA,"Rv3768","blue","blue",1,1,8,1
"3838","BQ2027_MB3795",4155321,4155593,1,90,"A0A1R3Y558","-","BQ2027_MB3795","HYPOTHETICAL PROTEIN","SIU02424.1","CDS","bars","Mb3795"," -",NA," len 90 aa. ",NA,"Rv3769","blue","blue",1,1,8,1
"3839","BQ2027_MB3796C",4155906,4156481,-1,191,"A0A1R3Y6P7","-","BQ2027_MB3796C","HYPOTHETICAL LEUCINE RICH PROTEIN","SIU02425.1","CDS","bars","Mb3796c"," -",NA," len 191 aa. ",NA,"Rv3770c","blue","blue",1,1,8,1
"3840","BQ2027_MB3797C",4156587,4156769,-1,60,"A0A1R3Y5I5","-","BQ2027_MB3797C","PROBABLE REMNANT OF A TRANSPOSASE","SIU02426.1","CDS","bars","Mb3797c"," -",NA," len 60 aa. ",NA,"Rv3770A","blue","blue",1,1,8,1
"3841","BQ2027_MB3798C",4156784,4156975,-1,63,"A0A1R3Y578","-","BQ2027_MB3798C","PROBABLE REMNANT OF A TRANSPOSASE","SIU02427.1","CDS","bars","Mb3798c"," -",NA," len 63 aa. ",NA,"Rv3770B","blue","blue",1,1,8,1
"3842","BQ2027_MB3799C",4157110,4157436,-1,108,"A0A1R3Y575","-","BQ2027_MB3799C","CONSERVED HYPOTHETICAL PROTEIN","SIU02428.1","CDS","bars","Mb3799c"," -",NA," len 108 aa. ",NA,"Rv3771c","blue","blue",1,1,8,1
"3843","hisC2",4157840,4158901,1,353,"Q7TVQ0","hisC2","BQ2027_MB3800","PROBABLE HISTIDINOL-PHOSPHATE AMINOTRANSFERASE HISC2 (IMIDAZOLE ACETOL-PHOSPHATE TRANSAMINASE) (IMIDAZOLYLACETOLPHOSPHATE AMINOTRANSFERASE)","SIU02429.1","CDS","bars","Mb3800"," hisC2",NA," len 353 aa. ",NA,"Rv3772","blue","blue",1,1,8,1
"3844","BQ2027_MB3801C",4158947,4159291,-1,114,"A0A1R3Y567","-","BQ2027_MB3801C","CONSERVED HYPOTHETICAL PROTEIN [SECOND PART]","SIU02430.1","CDS","bars","Mb3801c"," -",NA," len 114 aa. ",NA,"Rv3773c","blue","blue",1,1,8,1
"3845","BQ2027_MB3802C",4159296,4159532,-1,78,"A0A1R3Y571","-","BQ2027_MB3802C","CONSERVED HYPOTHETICAL PROTEIN [FIRST PART]","SIU02431.1","CDS","bars","Mb3802c"," -",NA," len 78 aa. ",NA,"Rv3773c","blue","blue",1,1,8,1
"3846","echA21",4159556,4160380,1,274,"A0A1R3Y566","echA21","BQ2027_MB3803","possible enoyl-coa hydratase echa21 (enoyl hydrase) (unsaturated acyl-coa hydratase) (crotonase)","SIU02432.1","CDS","bars","Mb3803"," echA21",NA," len 274 aa. ",NA,"Rv3774","blue","blue",1,1,8,1
"3847","lipE",4160392,4161639,1,415,"A0A1R3Y568","lipE","BQ2027_MB3804","probable lipase lipe","SIU02433.1","CDS","bars","Mb3804"," lipE",NA," len 415 aa. ",NA,"Rv3775","blue","blue",1,1,8,1
"3848","BQ2027_MB3805",4161796,4163355,1,519,"A0A1R3Y565","-","BQ2027_MB3805","CONSERVED HYPOTHETICAL PROTEIN","SIU02434.1","CDS","bars","Mb3805"," -",NA," len 519 aa. ",NA,"Rv3776","blue","blue",1,1,8,1
"3849","BQ2027_MB3806",4163401,4164387,1,328,"A0A1R3Y6Q7","-","BQ2027_MB3806","probable oxidoreductase","SIU02435.1","CDS","bars","Mb3806"," -",NA," len 328 aa. ",NA,"Rv3777","blue","blue",1,1,8,1
"3850","BQ2027_MB3807C",4164406,4165602,-1,398,"A0A1R3Y5J0","-","BQ2027_MB3807C","POSSIBLE AMINOTRANSFERASE","SIU02436.1","CDS","bars","Mb3807c"," -",NA," len 398 aa. ",NA,"Rv3778c","blue","blue",1,1,8,1
"3851","BQ2027_MB3808",4165692,4167692,1,666,"A0A1R3Y597","-","BQ2027_MB3808","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ALANINE AND LEUCINE RICH","SIU02437.1","CDS","bars","Mb3808"," -",NA," len 666 aa. ",NA,"Rv3779","blue","blue",1,1,8,1
"3852","bpa",4167696,4168232,1,178,"P65092","bpa","BQ2027_MB3809","Bacterial proteasome activator","SIU02438.1","CDS","bars","Mb3809"," -",NA," len 178 aa. ",NA,"Rv3780","blue","blue",1,1,8,1
"3853","rfbE",4168236,4169057,1,273,"A0A1R3Y583","rfbE","BQ2027_MB3810","PROBABLE O-ANTIGEN/LIPOPOLYSACCHARIDE TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER RFBE","SIU02439.1","CDS","bars","Mb3810"," rbfE",NA," len 273 aa. ",NA,"Rv3781","blue","blue",1,1,8,1
"3854","glft1",4169054,4169968,1,304,"A0A1R3Y572","glft1","BQ2027_MB3811","udp-galactofuranosyl transferase glft1","SIU02440.1","CDS","bars","Mb3811"," -",NA," len 304 aa. ",NA,"Rv3782","blue","blue",1,1,8,1
"3855","rfbD",4169965,4170807,1,280,"A0A1R3Y577","rfbD","BQ2027_MB3812","PROBABLE O-ANTIGEN/LIPOPOLYSACCHARIDE TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER RFBD","SIU02441.1","CDS","bars","Mb3812"," rfbD",NA," len 280 aa. ",NA,"Rv3783","blue","blue",1,1,8,1
"3856","rfbB",4170963,4171943,1,326,"A0A1R3Y576","rfbB","BQ2027_MB3813","possible dtdp-glucose 4,6-dehydratase","SIU02442.1","CDS","bars","Mb3813"," rfbB",NA," len 326 aa. ",NA,"Rv3784","blue","blue",1,1,8,1
"3857","BQ2027_MB3814",4172027,4173100,1,357,"P65094","-","BQ2027_MB3814","Nucleoside-diphosphate-sugar epimerases","SIU02443.1","CDS","bars","Mb3814"," -",NA," len 357 aa. ",NA,"Rv3785","blue","blue",1,1,8,1
"3858","BQ2027_MB3815C",4173081,4174304,-1,407,"P0A5H2","-","BQ2027_MB3815C","Membrane proteins related to metalloendopeptidases","SIU02444.1","CDS","bars","Mb3815c"," -",NA," len 407 aa. ",NA,"Rv3786c","blue","blue",1,1,8,1
"3859","BQ2027_MB3816C",4174317,4175243,-1,308,"Q7TVN7","-","BQ2027_MB3816C","O-methyltransferase","SIU02445.1","CDS","bars","Mb3816c"," -",NA," len 308 aa. ",NA,"Rv3787c","blue","blue",1,1,8,1
"3860","BQ2027_MB3817",4175487,4175972,1,161,"P65096","-","BQ2027_MB3817","Nucleoside diphosphate kinase regulator","SIU02446.1","CDS","bars","Mb3817"," -",NA," len 161 aa. ",NA,"Rv3788","blue","blue",1,1,8,1
"3861","BQ2027_MB3818",4176081,4176446,1,121,"P64293","-","BQ2027_MB3818","gtra family protein","SIU02447.1","CDS","bars","Mb3818"," -",NA," len 121 aa. ",NA,"Rv3789","blue","blue",1,1,8,1
"3862","dpre1",4176486,4177871,1,461,"A0A1R3Y598","dpre1","BQ2027_MB3819","decaprenylphosphoryl-beta-d-ribose 2'-oxidase","SIU02448.1","CDS","bars","Mb3819"," -",NA," len 461 aa. ",NA,"Rv3790","blue","blue",1,1,8,1
"3863","dpre2",4177872,4178636,1,254,"P66784","dpre2","BQ2027_MB3820","decaprenylphosphoryl-d-2-keto erythro pentose reductase","SIU02449.1","CDS","bars","Mb3820"," -",NA," len 254 aa. ",NA,"Rv3791","blue","blue",1,1,8,1
"3864","afta",4178639,4180570,1,643,"Q7TVN5","afta","BQ2027_MB3821","arabinofuranosyltransferase afta","SIU02450.1","CDS","bars","Mb3821"," -",NA," len 643 aa. ",NA,"Rv3792","blue","blue",1,1,8,1
"3865","embC",4180570,4183854,1,1094,"Q7TVN4","embC","BQ2027_MB3822","INTEGRAL MEMBRANE INDOLYLACETYLINOSITOL ARABINOSYLTRANSFERASE EMBC (ARABINOSYLINDOLYLACETYLINOSITOL SYNTHASE)","SIU02451.1","CDS","bars","Mb3822"," embC",NA," len 1094 aa. ",NA,"Rv3793","blue","blue",1,1,8,1
"3866","embA",4183940,4187224,1,1094,"P0A561","embA","BQ2027_MB3823","INTEGRAL MEMBRANE INDOLYLACETYLINOSITOL ARABINOSYLTRANSFERASE EMBA (ARABINOSYLINDOLYLACETYLINOSITOL SYNTHASE)","SIU02452.1","CDS","bars","Mb3823"," embA",NA," len 1094 aa. ",NA,"Rv3794","blue","blue",1,1,8,1
"3867","embB",4187221,4190517,1,1098,"Q7TVN3","embB","BQ2027_MB3824","INTEGRAL MEMBRANE INDOLYLACETYLINOSITOL ARABINOSYLTRANSFERASE EMBB (ARABINOSYLINDOLYLACETYLINOSITOL SYNTHASE)","SIU02453.1","CDS","bars","Mb3824"," embB",NA," len 1098 aa. ",NA,"Rv3795","blue","blue",1,1,8,1
"3868","BQ2027_MB3825",4190585,4191712,1,375,"A0A1R3Y5A9","-","BQ2027_MB3825","Metal-dependent hydrolases of the beta-lactamase superfamily III","SIU02454.1","CDS","bars","Mb3825"," -",NA," len 375 aa. ",NA,"Rv3796","blue","blue",1,1,8,1
"3869","fadE35",4191792,4193573,1,593,"A0A1R3Y6S9","fadE35","BQ2027_MB3826","PROBABLE ACYL-COA DEHYDROGENASE FADE35","SIU02455.1","CDS","bars","Mb3826"," fadE35",NA," len 593 aa. ",NA,"Rv3797","blue","blue",1,1,8,1
"3870","BQ2027_MB3827",4193700,4194317,1,205,"A0A0G2QBZ2","-","BQ2027_MB3827","PUTATIVE TRANSPOSASE [FIRST PART]","SIU02456.1","CDS","bars","Mb3827"," -",NA," len 205 aa. ",NA,"Rv3798","blue","blue",1,1,8,1
"3871","BQ2027_MB3828",4194292,4195023,1,243,"A0A0G2QBZ3","-","BQ2027_MB3828","PUTATIVE TRANSPOSASE [SECOND PART]","SIU02457.1","CDS","bars","Mb3828"," -",NA," len 243 aa. ",NA,"Rv3798","blue","blue",1,1,8,1
"3872","accD4",4195065,4196633,-1,522,"A0A1R3Y5B0","accD4","BQ2027_MB3829C","PROBABLE PROPIONYL-COA CARBOXYLASE BETA CHAIN 4 ACCD4 (PCCASE) (PROPANOYL-COACARBON DIOXIDE LIGASE)","SIU02458.1","CDS","bars","Mb3829c"," accD4",NA," len 522 aa. ",NA,"Rv3799c","blue","blue",1,1,8,1
"3873","pks13",4196630,4201831,-1,1733,"A0A1R3Y596","pks13","BQ2027_MB3830C","POLYKETIDE SYNTHASE PKS13","SIU02459.1","CDS","bars","Mb3830c"," pks13",NA," len 1733 aa. ",NA,"Rv3800c","blue","blue",1,1,8,1
"3874","fadD32",4201838,4203751,-1,637,"Q7TTR2","fadD32","BQ2027_MB3831C","fatty-acid-amp ligase fadd32 (fatty-acid-amp synthetase) (fatty-acid-amp synthase). also shown to have acyl-acp ligase activity.","SIU02460.1","CDS","bars","Mb3831c"," fadD32",NA," len 637 aa. ",NA,"Rv3801c","blue","blue",1,1,8,1
"3875","BQ2027_MB3832C",4204040,4205050,-1,336,"A0A1R3Y5B4","-","BQ2027_MB3832C","probable conserved membrane protein","SIU02461.1","CDS","bars","Mb3832c"," -",NA," len 336 aa. ",NA,"Rv3802c","blue","blue",1,1,8,1
"3876","fbpD",4205248,4206147,-1,299,"P0A4V7","fbpD","BQ2027_MB3833C","SECRETED MPT51/MPB51 ANTIGEN PROTEIN FBPD (MPT51/MPB51 ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) (85C)","SIU02462.1","CDS","bars","Mb3833c"," fbpD",NA," len 299 aa. ",NA,"Rv3803c","blue","blue",1,1,8,1
"3877","fbpA",4206327,4207343,-1,338,"P0C2T1","fbpA","BQ2027_MB3834C","SECRETED ANTIGEN 85-A FBPA (MYCOLYL TRANSFERASE 85A) (FIBRONECTIN-BINDING PROTEIN A) (ANTIGEN 85 COMPLEX A)","SIU02463.1","CDS","bars","Mb3834c"," fbpA",NA," len 338 aa. ",NA,"Rv3804c","blue","blue",1,1,8,1
"3878","aftb",4207638,4209521,-1,627,"A0A1R3Y5B7","aftb","BQ2027_MB3835C","possible arabinofuranosyltransferase aftb","SIU02464.1","CDS","bars","Mb3835c"," -",NA," len 627 aa. ",NA,"Rv3805c","blue","blue",1,1,8,1
"3879","ubia",4209610,4210518,-1,302,"A0A1R3Y6T2","ubia","BQ2027_MB3836C","decaprenylphosphoryl-5-phosphoribose (dppr) synthase (decaprenyl-phosphate 5-phosphoribosyltransferase)","SIU02465.1","CDS","bars","Mb3836c"," -",NA," len 302 aa. ",NA,"Rv3806c","blue","blue",1,1,8,1
"3880","BQ2027_MB3837C",4210525,4211022,-1,165,"A0A1R3Y5L1","-","BQ2027_MB3837C","POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN","SIU02466.1","CDS","bars","Mb3837c"," -",NA," len 165 aa. ",NA,"Rv3807c","blue","blue",1,1,8,1
"3881","glft2",4211051,4212964,-1,637,"A0A1R3Y5B2","glft2","BQ2027_MB3838C","bifunctional udp-galactofuranosyl transferase glft2","SIU02467.1","CDS","bars","Mb3838c"," -",NA," len 637 aa. ",NA,"Rv3808c","blue","blue",1,1,8,1
"3882","glf",4212961,4214160,-1,399,"A0A1R3Y5B9","glf","BQ2027_MB3839C","UDP-GALACTOPYRANOSE MUTASE GLF (UDP-GALP MUTASE) (NAD+-FLAVIN ADENINE DINUCLEOTIDE-REQUIRING ENZYME)","SIU02468.1","CDS","bars","Mb3839c"," glf",NA," len 399 aa. ",NA,"Rv3809c","blue","blue",1,1,8,1
"3883","pirG",4214424,4215278,1,284,"P0A5P5","pirG","BQ2027_MB3840","EXPORTED REPETITIVE PROTEIN PRECURSOR PIRG (CELL SURFACE PROTEIN) (EXP53)","SIU02469.1","CDS","bars","Mb3840"," pirG",NA," len 284 aa. ",NA,"Rv3810","blue","blue",1,1,8,1
"3884","BQ2027_MB3841",4215483,4217102,1,539,"A0A1R3Y590","-","BQ2027_MB3841","CONSERVED HYPOTHETICAL PROTEIN","SIU02470.1","CDS","bars","Mb3841"," -",NA," len 539 aa. ",NA,"Rv3811","blue","blue",1,1,8,1
"3885","PE_PGRS62",4217256,4218770,1,504,"A0A1R3Y5C4","PE_PGRS62","BQ2027_MB3842","pe-pgrs family protein pe_pgrs62","SIU02471.1","CDS","bars","Mb3842"," PE_PGRS62",NA," len 504 aa. ",NA,"Rv3812","blue","blue",1,1,8,1
"3886","BQ2027_MB3843C",4219079,4219900,-1,273,"A0A1R3Y5B8","-","BQ2027_MB3843C","Cof family hydrolase","SIU02472.1","CDS","bars","Mb3843c"," -",NA," len 273 aa. ",NA,"Rv3813c","blue","blue",1,1,8,1
"3887","BQ2027_MB3844C",4219915,4220700,-1,261,"A0A1R3Y5D0","-","BQ2027_MB3844C","possible acyltransferase","SIU02473.1","CDS","bars","Mb3844c"," -",NA," len 261 aa. ",NA,"Rv3814c","blue","blue",1,1,8,1
"3888","BQ2027_MB3845C",4220718,4221473,-1,251,"A0A1R3Y5C3","-","BQ2027_MB3845C","possible acyltransferase","SIU02474.1","CDS","bars","Mb3845c"," -",NA," len 251 aa. ",NA,"Rv3815c","blue","blue",1,1,8,1
"3889","BQ2027_MB3846C",4221477,4222256,-1,259,"A0A1R3Y6U4","-","BQ2027_MB3846C","possible acyltransferase","SIU02475.1","CDS","bars","Mb3846c"," -",NA," len 259 aa. ",NA,"Rv3816c","blue","blue",1,1,8,1
"3890","BQ2027_MB3847",4222332,4223087,1,251,"A0A1R3Y5L2","-","BQ2027_MB3847","possible phosphotransferase","SIU02476.1","CDS","bars","Mb3847"," -",NA," len 251 aa. ",NA,"Rv3817","blue","blue",1,1,8,1
"3891","BQ2027_MB3848",4223134,4224684,1,516,"A0A1R3Y5C1","-","BQ2027_MB3848","Rieske (2Fe-2S) domain protein","SIU02477.1","CDS","bars","Mb3848"," -",NA," len 516 aa. ",NA,"Rv3818","blue","blue",1,1,8,1
"3892","BQ2027_MB3849",4224681,4225016,1,111,"A0A1R3Y5D1","-","BQ2027_MB3849","unknown protein","SIU02478.1","CDS","bars","Mb3849"," -",NA," len 111 aa. ",NA,"Rv3819","blue","blue",1,1,8,1
"3893","papA2",4225104,4226510,-1,468,"Q7TVL3","papA2","BQ2027_MB3850C","POSSIBLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA2","SIU02479.1","CDS","bars","Mb3850c"," papA2",NA," len 468 aa. ",NA,"Rv3820c","blue","blue",1,1,8,1
"3894","BQ2027_MB3851",4226658,4227371,1,237,"A0A1R3Y5A0","-","BQ2027_MB3851","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN","SIU02480.1","CDS","bars","Mb3851"," -",NA," len 237 aa. ",NA,"Rv3821","blue","blue",1,1,8,1
"3895","chp1",4227406,4228620,1,404,"A0A1R3Y5D5","chp1","BQ2027_MB3852","FIG01386146 Possible exported protein, Rv1184c","SIU02481.1","CDS","bars","Mb3852"," -",NA," len 404 aa. ",NA,"Rv3822","blue","blue",1,1,8,1
"3896","mmpL8",4228945,4232214,-1,1089,"Q7TVL0","mmpL8","BQ2027_MB3853C","conserved integral membrane transport protein mmpl8","SIU02482.1","CDS","bars","Mb3853c"," mmpL8",NA," len 1089 aa. ",NA,"Rv3823c","blue","blue",1,1,8,1
"3897","papA1",4232324,4233859,-1,511,"Q7TVK9","papA1","BQ2027_MB3854C","conserved polyketide synthase associated protein papa1","SIU02483.1","CDS","bars","Mb3854c"," papA1",NA," len 511 aa. ",NA,"Rv3824c","blue","blue",1,1,8,1
"3898","pks2",4233910,4240290,-1,2126,"Q7TVK8","pks2","BQ2027_MB3855C","POLYKETIDE SYNTHASE PKS2","SIU02484.1","CDS","bars","Mb3855c"," pks2",NA," len 2126 aa. ",NA,"Rv3825c","blue","blue",1,1,8,1
"3899","fadD23",4240497,4242251,1,584,"Q7TVK7","fadD23","BQ2027_MB3856","probable fatty-acid-amp ligase fadd23 (fatty-acid-amp synthetase) (fatty-acid-amp synthase)","SIU02485.1","CDS","bars","Mb3856"," fadD23",NA," len 584 aa. ",NA,"Rv3826","blue","blue",1,1,8,1
"3900","BQ2027_MB3857C",4242248,4243474,-1,408,"A0A1R3Y5M6","-","BQ2027_MB3857C","possible transposase","SIU02486.1","CDS","bars","Mb3857c"," -",NA," len 408 aa. ",NA,"Rv3827c","blue","blue",1,1,8,1
"3901","BQ2027_MB3858C",4243471,4244082,-1,203,"A0A1R3Y5C9","-","BQ2027_MB3858C","POSSIBLE RESOLVASE","SIU02487.1","CDS","bars","Mb3858c"," -",NA," len 203 aa. ",NA,"Rv3828c","blue","blue",1,1,8,1
"3902","BQ2027_MB3859C",4244083,4245693,-1,536,"A0A1R3Y5D4","-","BQ2027_MB3859C","probable dehydrogenase","SIU02488.1","CDS","bars","Mb3859c"," -",NA," len 536 aa. ",NA,"Rv3829c","blue","blue",1,1,8,1
"3903","BQ2027_MB3860C",4245741,4246370,-1,209,"A0A1R3Y5C7","-","BQ2027_MB3860C","TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)","SIU02489.1","CDS","bars","Mb3860c"," -",NA," len 209 aa. ",NA,"Rv3830c","blue","blue",1,1,8,1
"3904","BQ2027_MB3861",4246442,4246924,1,160,"A0A1R3Y5D2","-","BQ2027_MB3861","HYPOTHETICAL PROTEIN","SIU02490.1","CDS","bars","Mb3861"," -",NA," len 160 aa. ",NA,"Rv3831","blue","blue",1,1,8,1
"3905","BQ2027_MB3862C",4246921,4247496,-1,191,"A0A1R3Y5D9","-","BQ2027_MB3862C","SAM-dependent methyltransferases","SIU02491.1","CDS","bars","Mb3862c"," -",NA," len 191 aa. ",NA,"Rv3832c","blue","blue",1,1,8,1
"3906","BQ2027_MB3863",4247552,4248343,1,263,"A0A1R3Y5E1","-","BQ2027_MB3863","TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARAC-FAMILY)","SIU02492.1","CDS","bars","Mb3863"," -",NA," len 263 aa. ",NA,"Rv3833","blue","blue",1,1,8,1
"3907","serS",4248340,4249599,-1,419,"P67562","serS","BQ2027_MB3864C","SERYL-TRNA SYNTHETASE SERS (SERINE--TRNA LIGASE) (SERRS) (SERINE TRANSLASE)","SIU02493.1","CDS","bars","Mb3864c"," serS",NA," len 419 aa. ",NA,"Rv3834c","blue","blue",1,1,8,1
"3908","BQ2027_MB3865",4249732,4251081,1,449,"A0A1R3Y5E8","-","BQ2027_MB3865","conserved membrane protein","SIU02494.1","CDS","bars","Mb3865"," -",NA," len 449 aa. ",NA,"Rv3835","blue","blue",1,1,8,1
"3909","BQ2027_MB3866",4251086,4251436,1,116,"A0A1R3Y6V4","-","BQ2027_MB3866","CONSERVED HYPOTHETICAL PROTEIN","SIU02495.1","CDS","bars","Mb3866"," -",NA," len 116 aa.","Rv3836","Rv3836","blue","blue",1,1,8,1
"3910","BQ2027_MB3867C",4251695,4252393,-1,232,"A0A1R3Y5N0","-","BQ2027_MB3867C","PROBABLE PHOSPHOGLYCERATE MUTASE (PHOSPHOGLYCEROMUTASE) (PHOSPHOGLYCERATE PHOSPHOMUTASE)","SIU02496.1","CDS","bars","Mb3867c"," -",NA," len 232 aa. ",NA,"Rv3837c","blue","blue",1,1,8,1
"3911","pheA",4252390,4253355,-1,321,"Q7TVJ6","pheA","BQ2027_MB3868C","prephenate dehydratase phea","SIU02497.1","CDS","bars","Mb3868c"," pheA",NA," len 321 aa. ",NA,"Rv3838c","blue","blue",1,1,8,1
"3912","BQ2027_MB3869",4253451,4254227,1,258,"A0A1R3Y5F0","-","BQ2027_MB3869","CONSERVED HYPOTHETICAL PROTEIN","SIU02498.1","CDS","bars","Mb3869"," -",NA," len 258 aa. ",NA,"Rv3839","blue","blue",1,1,8,1
"3913","BQ2027_MB3870",4254253,4254666,1,137,"A0A1R3Y5D3","-","BQ2027_MB3870","POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN","SIU02499.1","CDS","bars","Mb3870"," -",NA," len 137 aa. ",NA,"Rv3840","blue","blue",1,1,8,1
"3914","bfrB",4254864,4255409,1,181,"A0A1R3Y5E2","bfrB","BQ2027_MB3871","bacterioferritin bfrb","SIU02500.1","CDS","bars","Mb3871"," bfrB",NA," len 181 aa. ",NA,"Rv3841","blue","blue",1,1,8,1
"3915","glpQ1",4255424,4256248,-1,274,"A0A1R3Y5F5","glpQ1","BQ2027_MB3872C","PROBABLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ1 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE)","SIU02501.1","CDS","bars","Mb3872c"," glpQ1",NA," len 274 aa. ",NA,"Rv3842c","blue","blue",1,1,8,1
"3916","BQ2027_MB3873C",4256254,4257282,-1,342,"A0A1R3Y5E4","-","BQ2027_MB3873C","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","SIU02502.1","CDS","bars","Mb3873c"," -",NA," len 342 aa. ",NA,"Rv3843c","blue","blue",1,1,8,1
"3917","BQ2027_MB3874",4259460,4259951,1,163,"A0A0G2QBZ4","-","BQ2027_MB3874","possible transposase","SIU02503.1","CDS","bars","Mb3874"," -",NA," len 163 aa. ",NA,"Rv3844","blue","blue",1,1,8,1
"3918","BQ2027_MB3875",4259966,4260325,1,119,"A0A1R3Y5F9","-","BQ2027_MB3875","HYPOTHETICAL PROTEIN","SIU02504.1","CDS","bars","Mb3875"," -",NA," len 119 aa. ",NA,"Rv3845","blue","blue",1,1,8,1
"3919","BQ2027_MB3875A",4260510,4260725,1,71,"A0A1R3Y6W1","-","BQ2027_MB3875A","NA","SIU02505.1","CDS","bars","unnamed protein product; Mb3875A"," 71 aa long",NA," hypothetical conserved protein. ",NA,"hypothetical protein MT395B from M. tuberculosis CDC1551 (100% identity in 71 aa overlap)","blue","blue",1,1,8,1
"3920","BQ2027_MB3875CB",4260850,4260942,-1,30,"A0A1R3Y5N1","-","BQ2027_MB3875CB","NA","SIU02506.1","CDS","bars","unnamed protein product; Mb3875cB"," 30 aa long",NA," newly annotated transposase. ",NA,"transposases across multiple M. tuberculosis and M. bovis species (pfam01610 DDE_Tnp_ISL3)(100% identity in 29 aa overlap) including M. tuberculosis H37Rv; TMC 102(Direct submission","blue","blue",1,1,8,1
"3921","Mb3875cC",4261048,4261356,-1,102,"A0A1R3Y5F8","Mb3875cC","BQ2027_MB3875CC","NA","SIU02507.1","CDS","bars","Uncharacterized protein Mb3875cC"," 102aa. Similar to ERS007672_00638 from M. tuberculosis COU91265",NA," submitted to NCBI 10-03-2015 (100% identity in 79aa overlap). M. tuberculosis COU91265 annotated by ab initio predictionProdigal2.60. Mb3875cC found to be expressed during exponential growth in Sauton's minimal media by RNA-sequencing (TPM > 20).",NA,NA,"blue","blue",1,1,8,1
"3922","sodA",4261389,4262012,1,207,"Q7TVI9","sodA","BQ2027_MB3876","SUPEROXIDE DISMUTASE [FE] SODA","SIU02508.1","CDS","bars","Mb3876"," sodA",NA," len 207 aa. ",NA,"Rv3846","blue","blue",1,1,8,1
"3923","BQ2027_MB3877",4262223,4262756,1,177,"A0A1R3Y5E9","-","BQ2027_MB3877","HYPOTHETICAL PROTEIN","SIU02509.1","CDS","bars","Mb3877"," -",NA," len 177 aa. ",NA,"Rv3847","blue","blue",1,1,8,1
