"","Sequence_ID","Assembly","X..contigs.....0.bp.","X..contigs.....1000.bp.","X..contigs.....5000.bp.","X..contigs.....10000.bp.","X..contigs.....25000.bp.","X..contigs.....50000.bp.","Total.length.....0.bp.","Total.length.....1000.bp.","Total.length.....5000.bp.","Total.length.....10000.bp.","Total.length.....25000.bp.","Total.length.....50000.bp.","X..contigs","Largest.contig","Total.length","Reference.length","GC....","Reference.GC....","N50","NG50","N75","NG75","L50","LG50","L75","LG75","X..misassemblies","X..misassembled.contigs","Misassembled.contigs.length","X..local.misassemblies","X..scaffold.gap.ext..mis.","X..scaffold.gap.loc..mis.","X..unaligned.mis..contigs","X..unaligned.contigs","Unaligned.length","Genome.fraction....","Duplication.ratio","X..N.s.per.100.kbp","X..mismatches.per.100.kbp","X..indels.per.100.kbp","X..genomic.features","Largest.alignment","Total.aligned.length","NA50","NGA50","NA75","NGA75","LA50","LGA50","LA75","LGA75contigs"
"807","SAMN14447210_assembled"," contigs ",182,119,87,79,55,28,4313562,4283827,4213630,4159823,3764934,2825099,139,184845,4299029,4349904,65.53,65.63,76111,76111,37379,36152,18,18,38,39,5,5,345420,17,0,0,0," 0 + 1 part ",1005,98.501,1.003,0,21.54,2.92," 7888 + 225 part ",184845,4288200,74032,74032,36152,35919,18,"18",39," 40 \\ \hline"
"808","SAMN03300241_assembled"," contigs ",231,104,82,75,54,28,4337441,4277553,4230468,4178296,3845638,2890497,140,227643,4302171,4349904,65.53,65.63,77342,74332,42643,39325,16,17,36,37,2,2,266944,9,0,0,0," 11 + 0 part ",6348,98.554,1.002,0,8.96,1.42," 7912 + 197 part ",227643,4290860,77342,74332,39208,37682,17,"18",37," 38 \\ \hline"
"809","SAMN06855926_assembled"," contigs ",203,114,85,77,51,27,4324463,4284616,4228834,4172157,3760885,2869261,140,227646,4303011,4349904,65.53,65.63,82445,82445,41556,41366,16,16,35,36,6,6,248663,9,0,0,0," 3 + 0 part ",1971,98.583,1.003,0,14.48,1.8," 7906 + 215 part ",227646,4291683,74026,74026,39196,39196,17,"17",37," 37 \\ \hline"
"810","SAMN06856041_assembled"," contigs ",182,115,85,76,54,27,4311038,4279758,4221524,4152585,3785627,2777640,140,212129,4296377,4349904,65.54,65.63,74888,74888,41291,40473,17,17,37,38,5,5,317261,15,0,0,0," 3 + 0 part ",1841,98.516,1.002,0,14.75,2.01," 7882 + 203 part ",212129,4287567,65602,65602,39208,37697,19,"19",40," 41 \\ \hline"
"811","SAMN06856069_assembled"," contigs ",172,116,85,73,56,29,4308305,4281549,4209877,4120025,3833090,2774169,140,212252,4297792,4349904,65.54,65.63,74404,74402,42899,42750,19,20,39,40,4,4,306936,12,0,0,0," 2 + 0 part ",1221,98.522,1.003,0,14.26,2.1," 7880 + 203 part ",212103,4287319,65943,65943,42673,40438,20,"20",41," 42 \\ \hline"
"812","SAMN09725554_assembled"," contigs ",183,107,83,74,52,28,4319876,4281545,4227285,4156350,3802835,2890451,140,227643,4305680,4349904,65.52,65.63,73054,73054,42794,41964,17,17,36,37,7,7,173918,9,0,0,0," 4 + 0 part ",3213,98.619,1.003,0,11.05,1.28," 7916 + 201 part ",227643,4293918,73054,73054,41741,41315,17,"17",36," 37 \\ \hline"
"813","SAMN09725769_assembled"," contigs ",174,117,85,75,50,27,4292851,4265700,4197567,4125086,3715882,2865194,140,227655,4282188,4349904,65.49,65.63,80280,78477,40438,37562,16,17,35,37,8,7,601390,9,0,0,0," 0 + 0 part ",0,98.214,1.002,0,16.99,2.46," 7878 + 213 part ",227655,4274824,78464,78464,37379,36923,17,"17",37," 39 \\ \hline"
"814","SAMN09812415_assembled"," contigs ",295,122,92,83,61,35,4505802,4470432,4404264,4347822,3976223,3040640,140,324945,4483349,4349904,65.52,65.63,64884,65572,40514,41310,21,20,43,40,12,12,715426,12,0,0,0," 0 + 2 part ",3246,98.276,1.048,0,22.39,3.65," 7866 + 225 part ",182109,4476517,60576,63993,36794,37324,23,"22",46," 43 \\ \hline"
"815","SAMN09812432_assembled"," contigs ",270,117,86,72,54,30,4307147,4268611,4199581,4105406,3805038,2892832,140,236283,4284298,4349904,65.54,65.63,66094,64674,43123,42864,17,18,37,38,2,2,173200,12,0,0,0," 0 + 0 part ",0,98.452,1,0,9.04,2.05," 7880 + 211 part ",236283,4281355,66094,64674,42411,41201,17,"18",38," 39 \\ \hline"
"816","SAMN10966051_assembled"," contigs ",352,110,81,76,55,29,4376519,4299841,4240826,4202353,3888523,2967603,140,227543,4321443,4349904,65.5,65.63,89850,89850,42994,41023,17,17,35,36,3,3,297479,8,0,0,0," 18 + 1 part ",16619,98.859,1.001,0,5.28,1.23," 7932 + 163 part ",227543,4301292,82573,82573,40978,40978,17,"17",37," 37 \\ \hline"
"817","SAMN10966058_assembled"," contigs ",356,113,85,81,49,30,4384222,4314840,4255414,4229064,3692343,3033956,140,227543,4334024,4349904,65.52,65.63,83800,83800,37278,36333,17,17,35,36,4,4,229835,15,0,0,0," 8 + 1 part ",7024,98.665,1.008,0,5.24,1.21," 7896 + 193 part ",227543,4324653,78913,78913,35805,35805,18,"18",37," 37 \\ \hline"
"818","SAMN10966155_assembled"," contigs ",413,119,91,78,54,31,4415108,4342040,4281078,4191079,3819800,3004692,140,235452,4356631,4349904,65.6,65.63,79209,79209,42598,42598,18,18,37,37,5,5,347514,10,0,0,0," 0 + 1 part ",1857,98.524,1.016,0,4.32,1.35," 7858 + 209 part ",233595,4351039,72441,72441,40504,40504,19,"19",39," 39 \\ \hline"
"819","SAMN03300104_assembled"," contigs ",237,118,89,82,52,28,4321566,4279966,4220612,4169894,3678842,2746095,141,224575,4294855,4349904,65.55,65.63,63189,63189,42418,41160,18,18,39,40,11,10,423034,18,0,0,0," 1 + 1 part ",1701,98.401,1.003,0,15.19,2.22," 7848 + 241 part ",224575,4285166,59007,58943,41160,37875,18,"19",40," 41 \\ \hline"
"820","SAMN03300222_assembled"," contigs ",178,120,90,80,53,28,4317380,4290907,4219857,4147586,3712190,2832089,141,184751,4305577,4349904,65.53,65.63,74337,73535,39848,37669,17,18,37,38,9,7,272411,7,0,0,0," 0 + 0 part ",0,98.718,1.003,0,10.01,1.51," 7908 + 213 part ",184751,4298055,71047,71047,37669,37367,18,"18",38," 39 \\ \hline"
"821","SAMN06855933_assembled"," contigs ",196,115,87,79,56,30,4312643,4277785,4221862,4159944,3770398,2810159,141,227649,4295709,4349904,65.51,65.63,63188,63188,39153,37611,19,19,40,41,7,6,305272,16,0,0,0," 6 + 1 part ",6382,98.273,1.003,0,15.46,2.27," 7872 + 211 part ",227649,4278375,63188,63188,37316,36132,20,"20",41," 42 \\ \hline"
"822","SAMN06855945_assembled"," contigs ",187,116,84,72,53,28,4307707,4275030,4198295,4108760,3796597,2856446,141,235858,4291755,4349904,65.52,65.63,74859,74859,42794,41408,17,17,36,37,7,5,174589,11,0,0,0," 2 + 0 part ",1429,98.373,1.003,0,19.35,2.45," 7874 + 213 part ",235858,4281263,74722,72730,41260,40438,17,"18",37," 38 \\ \hline"
"823","SAMN06855975_assembled"," contigs ",201,118,89,81,53,30,4314027,4277148,4216809,4158786,3714880,2896700,141,227649,4292527,4349904,65.51,65.63,74947,69240,39675,37679,18,19,38,39,5,5,215694,14,0,0,0," 6 + 0 part ",4203,98.401,1.002,0,15.65,2.13," 7874 + 213 part ",227649,4282392,69192,69192,37679,37422,19,"19",39," 40 \\ \hline"
"824","SAMN06855979_assembled"," contigs ",207,106,78,68,56,31,4322290,4274219,4218372,4145622,3954634,3019801,141,195126,4297731,4349904,65.51,65.63,78488,78488,44598,44594,18,18,36,37,4,3,265893,18,0,0,0," 8 + 0 part ",5755,98.409,1.003,0,16,2.08," 7886 + 195 part ",184845,4283486,74996,74996,44481,42750,19,"19",38," 39 \\ \hline"
"825","SAMN06856030_assembled"," contigs ",200,116,81,74,55,28,4310213,4274081,4207867,4156986,3855243,2845382,141,220769,4290781,4349904,65.53,65.63,74220,74220,42750,40473,17,17,37,38,9,8,358388,11,0,0,0," 3 + 0 part ",2037,98.239,1.004,0,15.51,1.8," 7882 + 197 part ",220751,4276579,68836,68836,39381,39208,18,"18",38," 39 \\ \hline"
"826","SAMN06856038_assembled"," contigs ",201,114,84,77,54,29,4314971,4274822,4208108,4155733,3792971,2860304,141,227649,4293358,4349904,65.52,65.63,74383,74383,41290,40789,18,18,37,38,9,8,604034,12,0,0,0," 5 + 0 part ",4006,98.406,1.002,0,16.91,2.2," 7862 + 221 part ",227649,4282852,68186,68186,37366,36021,19,"19",41," 42 \\ \hline"
"827","SAMN06856066_assembled"," contigs ",189,118,87,78,54,29,4303963,4272215,4206078,4136723,3737425,2801547,141,319286,4288901,4349904,65.5,65.63,70901,68955,42191,41160,18,19,38,40,6,6,221218,13,0,0,0," 5 + 0 part ",3261,98.306,1.002,0,15.86,2.08," 7868 + 217 part ",319212,4277621,68832,64228,41248,39283,19,"20",39," 41 \\ \hline"
"828","SAMN09725400_assembled"," contigs ",188,109,83,77,55,31,4322495,4286097,4236393,4193365,3819949,2944776,141,227637,4307351,4349904,65.52,65.63,69113,69113,42317,42317,18,18,38,38,4,4,222283,11,0,0,0," 9 + 0 part ",5454,98.655,1.002,0,9.72,2," 7914 + 207 part ",227637,4293695,69113,68836,42179,41341,18,"19",38," 39 \\ \hline"
"829","SAMN09812423_assembled"," contigs ",292,122,85,78,53,25,4343075,4306489,4223899,4175933,3792945,2781863,141,188664,4320024,4349904,65.53,65.63,83741,83741,39464,39464,17,17,36,36,16,15,809466,14,0,0,0," 0 + 1 part ",816,98.178,1.011,0.05,18.97,3.02," 7842 + 241 part ",180763,4316300,78186,78186,37423,37417,18,"18",39," 40 \\ \hline"
"830","SAMN10966105_assembled"," contigs ",294,117,89,84,53,27,4339342,4286904,4227993,4190420,3680642,2755777,141,227543,4303955,4349904,65.53,65.63,73894,73894,37037,36946,18,18,38,39,8,7,154666,7,0,0,0," 1 + 0 part ",540,98.346,1.006,0,6.48,1.33," 7890 + 199 part ",227543,4300807,73894,73894,34944,34833,18,"18",39," 40 \\ \hline"
"831","SAMN03300634_assembled"," contigs ",189,118,84,75,54,30,4308826,4276315,4204790,4134768,3794456,2940084,142,249042,4294798,4349904,65.53,65.63,68186,68186,41238,41160,17,17,37,38,5,5,25184,12,0,0,0," 1 + 0 part ",989,98.427,1.003,0,15.74,2.34," 7882 + 207 part ",249042,4285443,68186,68186,41160,41136,17,"17",37," 38 \\ \hline"
"832","SAMN03300652_assembled"," contigs ",186,115,84,77,52,28,4303841,4271071,4210523,4161160,3757969,2897676,142,205292,4290206,4349904,65.53,65.63,78489,78489,37863,37683,17,17,36,37,9,7,426208,15,0,0,0," 0 + 0 part ",0,98.407,1.002,0,14.69,2.1," 7866 + 219 part ",205292,4283339,68825,68825,37863,37683,18,"18",38," 39 \\ \hline"
"833","SAMN06855916_assembled"," contigs ",182,121,88,79,52,30,4293155,4265712,4198656,4132768,3663542,2845430,142,224692,4280697,4349904,65.51,65.63,70908,70908,37862,37722,19,19,39,40,7,7,155006,11,0,0,0," 0 + 1 part ",525,98.119,1.003,0,19.75,2.51," 7858 + 231 part ",224565,4269526,70802,69025,37862,37363,19,"20",39," 41 \\ \hline"
"834","SAMN06855949_assembled"," contigs ",184,113,83,75,53,30,4313098,4279129,4217616,4159354,3817489,3000302,142,256845,4299526,4349904,65.53,65.63,78483,78483,42756,41195,17,17,35,36,6,5,332735,14,0,0,0," 5 + 0 part ",3893,98.46,1.003,0,15.71,2.31," 7874 + 209 part ",256638,4285445,78474,74008,37656,37417,17,"18",37," 38 \\ \hline"
"835","SAMN06855954_assembled"," contigs ",196,113,82,75,55,28,4311122,4273955,4212046,4161058,3837051,2831041,142,227613,4294098,4349904,65.52,65.63,78618,74876,42125,41293,17,18,37,38,9,7,330075,17,0,0,0," 4 + 0 part ",2648,98.369,1.003,0,16.2,2.22," 7866 + 219 part ",227613,4282550,68836,68836,41293,40473,19,"19",39," 40 \\ \hline"
"836","SAMN06856008_assembled"," contigs ",181,114,84,74,52,31,4302694,4269958,4211194,4139031,3779774,3000321,142,227649,4288996,4349904,65.49,65.63,75440,75440,43785,41292,18,18,36,37,5,4,239633,15,0,0,0," 8 + 0 part ",6745,98.184,1.003,0,16.32,2.13," 7870 + 213 part ",227649,4272557,75360,73456,37616,37366,18,"19",38," 39 \\ \hline"
"837","SAMN06856033_assembled"," contigs ",188,117,82,76,50,32,4311750,4277504,4209669,4164781,3716401,3049109,142,184649,4295728,4349904,65.53,65.63,74173,74173,42683,41952,18,18,36,37,5,4,337015,14,0,0,1," 2 + 1 part ",2494,98.425,1.003,0,15.84,1.89," 7872 + 211 part ",184649,4284607,69152,68428,40473,39461,19,"20",39," 40 \\ \hline"
"838","SAMN06856060_assembled"," contigs ",185,121,85,75,50,31,4298482,4269531,4195907,4118012,3711473,3010548,142,227650,4284584,4349904,65.53,65.63,74329,73790,43983,43027,17,18,36,37,7,7,224065,16,0,0,0," 3 + 0 part ",2352,98.193,1.003,0,17,2.36," 7862 + 223 part ",227650,4273371,73581,73581,43026,42503,18,"18",37," 38 \\ \hline"
"839","SAMN09725460_assembled"," contigs ",207,118,91,79,52,30,4308273,4266670,4211305,4127186,3689624,2886185,142,243929,4284111,4349904,65.47,65.63,74127,68218,40473,39882,18,19,38,39,6,5,214397,8,0,0,0," 2 + 0 part ",1219,98.165,1.003,0,16.74,2.39," 7866 + 223 part ",243929,4274107,68218,68218,40473,39466,19,"19",38," 39 \\ \hline"
"840","SAMN09725571_assembled"," contigs ",214,106,75,70,48,29,4325547,4273773,4207070,4174398,3790437,3045176,142,227580,4298245,4349904,65.44,65.63,89833,89833,47676,45249,16,16,33,34,7,7,141732,2,0,0,0," 3 + 0 part ",6808,98.425,1.002,0,6.17,1.03," 7938 + 185 part ",227580,4284942,89833,89833,45035,45035,16,"16",34," 34 \\ \hline"
"841","SAMN09725766_assembled"," contigs ",180,120,90,78,55,27,4299637,4271262,4210394,4126933,3748033,2731005,142,227646,4287352,4349904,65.5,65.63,74289,71026,36683,36459,18,19,39,40,7,6,265523,12,0,0,0," 0 + 0 part ",0,98.381,1.002,0,10.07,1.94," 7890 + 229 part ",227646,4281933,70849,70849,36453,36011,19,"19",40," 41 \\ \hline"
"842","SAMN09725787_assembled"," contigs ",229,116,84,76,51,28,4315798,4263701,4188662,4131191,3699537,2814587,142,242494,4281861,4349904,65.38,65.63,68552,68552,40420,39544,18,18,37,38,13,9,433537,2,0,0,0," 3 + 0 part ",6782,97.948,1.003,0,6.13,1.01," 7900 + 215 part ",242368,4265656,68437,68160,39150,37503,19,"20",39," 41 \\ \hline"
"843","SAMN09812418_assembled"," contigs ",292,119,93,76,54,29,4313972,4275167,4219725,4095996,3698367,2818142,142,176974,4290765,4349904,65.54,65.63,78706,72246,37211,36558,18,19,39,40,8,8,492466,11,0,0,0," 0 + 2 part ",1716,98.452,1.002,0,17.51,2.76," 7890 + 203 part ",176974,4285521,68764,65032,37211,36535,19,"20",41," 42 \\ \hline"
"844","SAMN10966056_assembled"," contigs ",450,118,88,82,49,32,4371387,4280983,4217296,4170594,3657565,3080676,142,235797,4297094,4349904,65.55,65.63,78000,74333,37981,37628,16,17,36,37,5,5,237466,10,0,0,0," 3 + 1 part ",3867,98.586,1.001,0,4.71,1.19," 7878 + 211 part ",235797,4289843,77957,74263,37628,37385,16,"17",36," 37 \\ \hline"
"845","SAMN14447192_assembled"," contigs ",198,116,86,78,58,31,4315182,4279910,4221942,4162315,3862801,2828216,142,260364,4297493,4349904,65.52,65.63,64279,64237,42791,42750,19,20,40,41,5,5,196154,14,0,0,0," 3 + 1 part ",2775,98.474,1.003,0,20.01,2.87," 7880 + 205 part ",260199,4287078,64279,64237,42750,41309,19,"20",40," 41 \\ \hline"
"846","SAMN03199229_assembled"," contigs ",368,119,79,70,49,31,4389588,4317266,4231510,4163022,3783647,3149965,143,281945,4334729,4349904,65.52,65.63,82232,82232,42351,42351,16,16,34,34,5,4,272159,12,0,0,0," 21 + 0 part ",22995,98.926,1.002,0,15.36,2.49," 7881 + 206 part ",281945,4307754,78677,78677,37379,37379,17,"17",35," 35 \\ \hline"
"847","SAMN03300314_assembled"," contigs ",193,114,83,79,56,29,4329607,4292478,4226755,4195449,3814481,2823376,143,227645,4313526,4349904,65.56,65.63,64091,64091,43636,38034,18,18,38,39,4,4,31616,10,0,0,0," 0 + 0 part ",0,98.921,1.002,0,11.06,2," 7918 + 207 part ",227645,4308208,63826,63826,43636,37913,18,"18",38," 39 \\ \hline"
"848","SAMN03300343_assembled"," contigs ",186,113,83,74,52,27,4319276,4286305,4227189,4160272,3802264,2895358,143,236625,4307368,4349904,65.54,65.63,79145,74130,42523,41519,15,16,35,36,5,5,214207,7,0,0,0," 0 + 0 part ",0,98.731,1.003,0,11.13,1.77," 7924 + 197 part ",236625,4298969,74014,74014,42523,41346,16,"16",36," 37 \\ \hline"
"849","SAMN06855950_assembled"," contigs ",195,115,85,76,53,28,4312040,4276399,4221439,4156107,3779229,2819945,143,212185,4295128,4349904,65.52,65.63,74431,69152,42683,41290,17,18,37,38,9,8,492981,11,0,0,0," 3 + 0 part ",2248,98.38,1.003,0,15.42,2.34," 7878 + 207 part ",212185,4281793,69152,69049,40164,37656,18,"19",39," 40 \\ \hline"
"850","SAMN06855980_assembled"," contigs ",200,114,83,72,56,30,4298818,4259216,4193976,4113733,3859232,2860838,143,212209,4279174,4349904,65.52,65.63,64228,64113,43636,43032,18,19,38,39,6,6,501084,22,0,0,0," 4 + 0 part ",2900,98.045,1.003,0,17.37,2.13," 7842 + 215 part ",212209,4267597,64113,64113,42750,41258,19,"19",39," 40 \\ \hline"
"851","SAMN06856010_assembled"," contigs ",191,109,80,72,51,30,4313261,4272697,4215716,4163393,3815442,3014416,143,212209,4296052,4349904,65.5,65.63,81917,81917,44579,42750,17,17,35,36,9,8,456084,15,0,0,0," 11 + 0 part ",8013,98.355,1.002,0,17.34,2.06," 7882 + 201 part ",212209,4279738,72503,72503,42651,42520,19,"19",37," 38 \\ \hline"
"852","SAMN06856039_assembled"," contigs ",201,116,82,74,53,31,4317754,4279424,4216797,4153281,3828972,3024211,143,227649,4297910,4349904,65.53,65.63,80635,74048,43763,42802,17,18,36,37,7,6,272117,14,0,0,0," 7 + 1 part ",5613,98.448,1.002,0,16.02,2.1," 7880 + 205 part ",227649,4284967,74048,74048,41195,41109,18,"18",37," 38 \\ \hline"
"853","SAMN09725393_assembled"," contigs ",388,110,80,71,52,31,4404443,4282067,4219216,4153211,3870539,3129215,143,227655,4304149,4349904,65.48,65.63,81427,78485,42740,42740,16,17,34,34,7,6,365551,8,0,0,0," 15 + 0 part ",10448,98.477,1.002,0,16.06,2.54," 7890 + 201 part ",227655,4287277,78476,78476,41300,41300,17,"17",35," 35 \\ \hline"
"854","SAMN09725602_assembled"," contigs ",180,107,81,70,49,26,4318935,4282711,4218396,4139095,3805255,2967849,143,227624,4307440,4349904,65.49,65.63,99181,99181,43756,43415,15,15,32,33,6,6,259448,6,0,0,0," 0 + 0 part ",0,98.674,1.004,0,11.32,1.47," 7916 + 207 part ",227624,4295220,84756,84756,42640,39345,15,"15",33," 34 \\ \hline"
"855","SAMN09812400_assembled"," contigs ",270,124,90,84,60,30,4304501,4269920,4195379,4151964,3746286,2671156,143,161560,4282830,4349904,65.52,65.63,61331,61331,37615,37371,21,21,43,44,4,4,344470,15,0,0,0," 0 + 2 part ",3208,98.317,1.001,0,19.52,3.2," 7878 + 217 part ",161338,4276026,60578,58744,37371,36074,22,"23",45," 46 \\ \hline"
"856","SAMN10966057_assembled"," contigs ",311,117,87,77,47,30,4334069,4278393,4214050,4148434,3649128,3030872,143,233200,4296327,4349904,65.55,65.63,87322,87322,42650,41389,17,17,35,36,4,4,77468,9,0,0,0," 2 + 0 part ",3434,98.596,1.001,0,3.94,1.03," 7890 + 197 part ",233200,4289695,87322,87322,42650,41310,17,"17",35," 36 \\ \hline"
"857","SAMN10966126_assembled"," contigs ",533,116,76,68,46,31,4423509,4311037,4225729,4159689,3815472,3273045,143,227543,4330491,4349904,65.47,65.63,98717,96450,50960,50960,14,15,31,31,0,0,0,11,0,0,0," 19 + 0 part ",24617,98.912,1.001,0,5.16,1.51," 7930 + 175 part ",227543,4303872,98717,96450,50960,50960,14,"15",31," 31 \\ \hline"
"858","SAMN03300220_assembled"," contigs ",187,115,84,75,52,29,4309775,4274669,4206207,4138618,3767816,2925269,144,218511,4295591,4349904,65.51,65.63,75224,75224,42512,41341,17,17,36,37,6,6,96007,13,0,0,0," 0 + 0 part ",0,98.509,1.002,0,13.79,1.75," 7906 + 213 part ",218511,4287559,75206,75206,42512,41323,17,"17",36," 37 \\ \hline"
"859","SAMN03300300_assembled"," contigs ",180,114,81,75,55,28,4317510,4284740,4212157,4165396,3838704,2848486,144,227646,4305912,4349904,65.52,65.63,72140,72140,42992,42992,17,17,37,37,8,8,317269,11,0,0,0," 5 + 0 part ",4286,98.68,1.002,0,10.37,1.79," 7902 + 217 part ",227646,4295300,68851,68851,39440,37670,17,"17",38," 39 \\ \hline"
"860","SAMN03300422_assembled"," contigs ",185,108,78,69,54,27,4313225,4276510,4216246,4145769,3905966,2889694,144,209583,4300631,4349904,65.56,65.63,77320,75384,43209,43195,15,16,35,36,6,6,391027,13,0,0,0," 0 + 0 part ",0,98.519,1.004,0,17.24,2.33," 7900 + 183 part ",205745,4289308,69109,69109,43014,42750,17,"17",37," 38 \\ \hline"
"861","SAMN09725397_assembled"," contigs ",183,116,84,74,56,30,4314117,4282894,4214209,4139656,3844914,2921791,144,227655,4301770,4349904,65.49,65.63,69192,68349,40473,39768,17,18,37,38,6,3,229228,12,0,0,0," 10 + 0 part ",8358,98.416,1.003,0,14.39,2.22," 7894 + 193 part ",227655,4286900,68349,68349,39573,37803,18,"18",38," 39 \\ \hline"
"862","SAMN09725505_assembled"," contigs ",301,113,85,78,50,27,4358724,4275167,4215281,4162004,3732864,2896440,144,274559,4296771,4349904,65.48,65.63,73912,73912,41439,41195,16,16,35,36,13,10,860519,9,0,0,0," 14 + 0 part ",9674,98.296,1.003,0,16.37,2.6," 7868 + 215 part ",227712,4280632,64290,64237,38796,37669,18,"19",40," 41 \\ \hline"
"863","SAMN09725524_assembled"," contigs ",198,122,86,79,53,30,4297679,4262854,4188680,4133175,3720840,2901329,144,219498,4278640,4349904,65.48,65.63,69168,69168,38778,37645,18,18,38,39,14,10,609221,7,0,0,0," 1 + 0 part ",540,98.081,1.003,0,15.49,2.2," 7856 + 229 part ",219480,4269922,64237,63653,37396,35739,18,"19",40," 42 \\ \hline"
"864","SAMN09725718_assembled"," contigs ",272,103,74,69,47,26,4365582,4286877,4229672,4195827,3818452,3014936,144,227580,4314273,4349904,65.49,65.63,96386,93619,45753,45337,14,15,31,32,0,0,0,0,0,0,0," 8 + 0 part ",9464,98.643,1.003,0,7.5,1," 7942 + 179 part ",227580,4294671,96386,93619,45594,45127,14,"15",31," 32 \\ \hline"
"865","SAMN09725719_assembled"," contigs ",251,95,63,60,45,30,4379472,4302892,4238014,4219924,3954939,3371429,144,242532,4337386,4349904,65.45,65.63,98817,98817,58389,58389,14,14,28,28,2,2,140817,3,0,0,0," 27 + 0 part ",27355,98.84,1.002,0,7.91,1.19," 7970 + 149 part ",242532,4302824,98817,98817,52480,52480,14,"14",29," 29 \\ \hline"
"866","SAMN10966098_assembled"," contigs ",456,121,94,84,51,26,4452006,4365246,4306616,4234736,3692469,2757901,144,227543,4380453,4349904,65.56,65.63,68152,68744,37640,37640,17,16,38,38,5,5,298477,6,0,0,0," 2 + 1 part ",3563,98.584,1.021,0,4.85,1.24," 7884 + 205 part ",227543,4374705,68152,68152,37634,37640,18,"18",40," 39 \\ \hline"
"867","SAMN10966125_assembled"," contigs ",306,115,86,79,51,31,4317985,4260491,4197934,4144772,3689625,2961532,144,178872,4279873,4349904,65.5,65.63,74297,74297,41257,39498,18,18,37,38,4,4,159849,6,0,0,0," 1 + 0 part ",507,98.298,1.001,0,7.83,1.71," 7900 + 197 part ",178872,4276440,74297,74297,41257,39375,18,"18",37," 38 \\ \hline"
"868","SAMN10966141_assembled"," contigs ",373,116,85,79,54,34,4345635,4281962,4211231,4165939,3749214,2993845,144,184658,4301987,4349904,65.58,65.63,69808,69274,46706,44159,20,21,39,40,9,9,252411,9,0,0,0," 0 + 0 part ",0,98.665,1.002,0,4.94,1.42," 7874 + 197 part ",184658,4299956,68266,68266,42650,42533,21,"21",41," 42 \\ \hline"
"869","SAMN03300098_assembled"," contigs ",190,113,82,78,51,28,4312574,4276781,4206449,4177159,3712079,2885292,145,220890,4299407,4349904,65.52,65.63,76606,76606,40846,37492,17,17,36,37,12,12,381418,10,0,0,0," 0 + 0 part ",0,98.53,1.003,0,12.3,2.45," 7912 + 205 part ",220890,4290722,74092,74092,37379,37366,18,"18",39," 40 \\ \hline"
"870","SAMN03300162_assembled"," contigs ",189,118,86,72,50,29,4285347,4252628,4187157,4083213,3720220,2959427,145,227649,4272089,4349904,65.56,65.63,71025,71025,42517,41251,16,16,35,36,15,12,323411,17,0,0,0," 0 + 1 part ",898,97.804,1.004,0,19.6,2.73," 7839 + 210 part ",227649,4258862,70819,68659,40029,39545,16,"17",37," 38 \\ \hline"
